日期,收盘,pred,strategy_cum,hold_cum
2025-03-31,17.62,0,-10.247287694525424,4.41604010025103
2025-04-01,17.43,0,-10.247287694525424,4.368421052631978
2025-04-02,17.0,0,-10.247287694525424,4.260651629073072
2025-04-03,16.61,0,-10.247287694525424,4.162907268170807
2025-04-07,14.91,1,-10.618416826319102,3.7368421052635
2025-04-08,15.45,0,-10.618416826319102,3.872180451128174
2025-04-09,15.42,1,-11.189965851341466,3.864661654135692
2025-04-10,16.25,1,-11.465411164605253,4.072681704261025
2025-04-11,16.65,1,-11.795945540521801,4.172932330827449
2025-04-14,17.13,1,-11.80971780618499,4.293233082707159
2025-04-15,17.15,1,-11.871693001669342,4.298245614035481
2025-04-16,17.24,1,-11.926782064322103,4.3208020050129265
2025-04-17,17.32,0,-11.926782064322103,4.340852130326212
2025-04-18,17.12,1,-12.60950673856484,4.290726817043
2025-04-21,18.1,0,-12.60950673856484,4.536340852130741
2025-04-22,18.0,0,-12.60950673856484,4.511278195489134
2025-04-23,17.29,0,-12.60950673856484,4.333333333333729
2025-04-24,17.17,0,-12.60950673856484,4.303258145363803
2025-04-25,17.15,1,-12.616859220628145,4.298245614035482
2025-04-28,17.16,0,-12.616859220628145,4.300751879699643
2025-04-29,17.13,0,-12.616859220628145,4.293233082707161
2025-04-30,16.96,1,-12.840034796464728,4.2506265664164316
2025-05-06,17.26,1,-13.05577118644009,4.325814536341251
2025-05-07,17.55,0,-13.05577118644009,4.398496240601909
2025-05-08,17.26,0,-13.05577118644009,4.325814536341251
2025-05-09,17.15,1,-13.101447353856209,4.298245614035483
2025-05-12,17.21,1,-13.139510826702972,4.313283208020447
2025-05-13,17.26,1,-13.246088550673909,4.325814536341251
2025-05-14,17.4,0,-13.246088550673909,4.360902255639499
2025-05-15,16.99,0,-13.246088550673909,4.2581453634089135
2025-05-16,16.92,0,-13.246088550673909,4.24060150375979
2025-05-19,16.92,1,-13.277403180817345,4.24060150375979
2025-05-20,16.96,1,-14.08375490701085,4.250626566416432
2025-05-21,17.99,1,-14.154212824833582,4.508771929824977
2025-05-22,18.08,1,-14.162041482369442,4.531328320802423
2025-05-23,18.09,0,-14.162041482369442,4.533834586466584
2025-05-26,18.06,0,-14.162041482369442,4.526315789474102
2025-05-27,17.38,1,-14.243526185950397,4.355889724311179
2025-05-28,17.48,0,-14.243526185950397,4.380952380952786
2025-05-29,17.32,0,-14.243526185950397,4.340852130326217
2025-05-30,17.23,1,-14.516327325901853,4.3182957393487715
2025-06-03,17.56,1,-14.541127429533807,4.401002506266072
2025-06-04,17.59,0,-14.541127429533807,4.408521303258555
2025-06-05,17.38,1,-14.75865867991809,4.355889724311181
2025-06-06,17.64,0,-14.75865867991809,4.421052631579358
2025-06-09,17.47,1,-15.012098725938436,4.378446115288627
2025-06-10,17.77,1,-15.341570785764885,4.453634085213446
2025-06-11,18.16,1,-16.017410908485807,4.551378446115711
2025-06-12,18.96,0,-16.017410908485807,4.751879699248563
2025-06-13,18.93,0,-16.017410908485807,4.744360902256082
2025-06-16,18.6,1,-16.06046846469141,4.6616541353387815
